web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573261780-4800","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Motif","https://www2.hm.com/en_us/productpage.0737205014.html","T-shirt with Motif","$12.99","Jersey T-shirt with a motif.","Cotton 60%, Polyester 40%","Short sleeve","STYLE
				
					Round Neck","Gray melange/black/white","Gray melange/Mickey Mouse"
"1573262421-4998","https://www2.hm.com/en_us/women/products/tops.html","Flounce-sleeved Top","https://www2.hm.com/en_us/productpage.0702623004.html","Flounce-sleeved Top","$17.99","V-neck top in woven fabric with short, flounced sleeves.","Polyester 100%","Sleeveless","STYLE
				
					Flounced Sleeve
					V-neck","Black","Black"
"1573261693-4774","https://www2.hm.com/en_us/women/products/tops.html","Top with a Sheen","https://www2.hm.com/en_us/productpage.0828305002.html","Top with a Sheen","$17.99","Short top in jersey with a sheen. Low-cut V-neck at back with a knot detail at hem. Long sleeves.","Polyamide 84%, Metallized fiber 10%, Elastane 6%","Short","STYLE
				
					Plunge Back
					V-neck","Black/silver-colored","Black/glittery"
"1573263859-5434","https://www2.hm.com/en_us/women/products/tops.html","Sequined Top","https://www2.hm.com/en_us/productpage.0810362001.html","Sequined Top","$34.99","Straight-cut top in sequined mesh. Round neckline, opening at back of neck with concealed button, and 3/4-length sleeves. Jersey lining.","Polyester 95%, Elastane 5%","3/4 sleeve","STYLE
				
					Round Neck
					Keyhole","Light beige","Light beige"
"1573263475-5319","https://www2.hm.com/en_us/women/products/tops.html","Off-the-shoulder Sweater","https://www2.hm.com/en_us/productpage.0669895007.html","Off-the-shoulder Sweater","$34.99","Off-the-shoulder sweater in a soft pattern knit with hole-knit sections. Long, wide sleeves, flounce at cuffs and hem, and flat-knit back section.","Polyamide 60%, Acrylic 40%","Long sleeve","STYLE
				
					Off-the-shoulder","White","White"
"1573263430-5306","https://www2.hm.com/en_us/women/products/tops.html","2-pack V-neck T-shirts","https://www2.hm.com/en_us/productpage.0767862001.html","2-pack V-neck T-shirts","$9.99","CONSCIOUS. Fitted, V-neck T-shirts in soft, stretch organic cotton jersey. Straight-cut hem.","Cotton 100%","Short sleeve","STYLE
				
					V-neck","Black/white","Black/white"
"1573263733-5399","https://www2.hm.com/en_us/women/products/tops.html","Halterneck Bodysuit","https://www2.hm.com/en_us/productpage.0824178001.html","Halterneck Bodysuit","$29.99","Halterneck bodysuit in jersey. Gently draped at top with wrapover front and low-cut back. Lower section in glossy jersey with snap fasteners at gusset.","Top: Polyester 100%","Sleeveless","STYLE
				
					Draped
					Plunge Back
					Halterneck
					Wrapover","Black","Black"
"1573262691-5085","https://www2.hm.com/en_us/women/products/tops.html","Silk Jersey T-shirt","https://www2.hm.com/en_us/productpage.0812210001.html","Silk Jersey T-shirt","$59.99","PREMIUM QUALITY. Fitted T-shirt in soft, airy silk jersey. Ribbing at neckline and seam at front and back.","Silk 100%","Short sleeve","STYLE
				
					Round Neck","Black","Black"
"1573262661-5076","https://www2.hm.com/en_us/women/products/tops.html","Camisole Top with Lace","https://www2.hm.com/en_us/productpage.0765689002.html","Camisole Top with Lace","$9.99","CONSCIOUS. Camisole top in soft, organic cotton jersey. V-neck with lace embroidery at front.","Detail: Polyester 100%","Sleeveless","STYLE
				
					Camisole Top
					V-neck","Black","Black"
"1573261584-4740","https://www2.hm.com/en_us/women/products/tops.html","Wrapover Top","https://www2.hm.com/en_us/productpage.0805211001.html","Wrapover Top","$24.99","Top in jersey with a sewn wrapover at front, flared peplum, removable tie belt at waist, and short puff sleeves with cuffs.","Polyester 95%, Elastane 5%","Short sleeve","STYLE
				
					Puff Sleeve
					Peplum
					Wrapover
					V-neck","Black/white","Black/white striped"
"1573261054-4587","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Lace Bodysuit","https://www2.hm.com/en_us/productpage.0789078001.html","Long-sleeved Lace Bodysuit","$39.99","Long-sleeved bodysuit in lace with lined front. Round neckline, opening at back of neck with a covered button, and seam with jersey lower section. Lined gusset with concealed snap fasteners.","Top: Polyamide 84%, Elastane 16%","Long sleeve","STYLE
				
					Round Neck
					Keyhole","Powder pink","Powder pink"
"1573263325-5272","https://www2.hm.com/en_us/women/products/tops.html","Cotton T-shirt","https://www2.hm.com/en_us/productpage.0753214007.html","Cotton T-shirt","$5.99","T-shirt in cotton jersey with a motif.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","White/black","White/leopard print"
"1573262485-5019","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Jersey Top","https://www2.hm.com/en_us/productpage.0516000095.html","Long-sleeved Jersey Top","$12.99","Fitted top in stretch jersey with a round neckline and long sleeves.","Cotton 95%, Elastane 5%","Long sleeve","","Mustard yellow","Mustard yellow"
"1573260636-4459","https://www2.hm.com/en_us/women/products/tops.html","One-shoulder Bodysuit","https://www2.hm.com/en_us/productpage.0761067001.html","One-shoulder Bodysuit","$29.99","Sleeveless, one-shoulder bodysuit in double-layered jersey. Single shoulder strap with knot at top. Seam at hips, microfiber lower section, and lined gusset with snap fasteners.","Bottom part: Polyester 91%, Elastane 9%","Sleeveless","STYLE
				
					One-shoulder","White","White"
"1573263298-5264","https://www2.hm.com/en_us/women/products/tops.html","V-neck T-shirt","https://www2.hm.com/en_us/productpage.0718278002.html","V-neck T-shirt","$4.99","Loose-fit, V-neck T-shirt in soft, cotton-blend jersey.","Viscose 50%, Cotton 50%","Short sleeve","STYLE
				
					V-neck","White","White"
"1573263124-5208","https://www2.hm.com/en_us/women/products/tops.html","Mock-turtleneck Top","https://www2.hm.com/en_us/productpage.0733101001.html","Mock-turtleneck Top","$17.99","Fitted, long-sleeved top in jersey with a mock turtleneck.","Polyester 95%, Elastane 5%","Long sleeve","STYLE
				
					Mock Turtleneck","Black/silver-colored","Black/mesh"
"1573262604-5056","https://www2.hm.com/en_us/women/products/tops.html","Short Jersey Top","https://www2.hm.com/en_us/productpage.0759871003.html","Short Jersey Top","$2.99","Short top in cotton jersey with narrow shoulder straps.","Cotton 85%, Viscose 10%, Elastane 5%","Short","STYLE
				
					Camisole Top
					Crop Top","Gray melange","Gray melange"
"1573262809-5120","https://www2.hm.com/en_us/women/products/tops.html","Lace Top","https://www2.hm.com/en_us/productpage.0761664001.html","Lace Top","$17.99","Short-sleeved top in lace. Opening at back with button at back of neck. Raw, scalloped edges at cuffs and hem.","Polyamide 100%","Short sleeve","STYLE
				
					Keyhole","Black","Black"
"1573261007-4572","https://www2.hm.com/en_us/women/products/tops.html","Smocked Tube Top","https://www2.hm.com/en_us/productpage.0775321002.html","Smocked Tube Top","$9.99","Tube top in smocked cotton jersey with ruffle trim at upper and lower edges.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Smocking
					Tube Top","White/blue","White/blue patterned"
"1573262925-5151","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0778064035.html","Jersey Top","$4.99","CONSCIOUS. Fitted top in soft, organic cotton jersey with short sleeves.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					Round Neck","Dark blue","Dark blue"
"1573263946-5462","https://www2.hm.com/en_us/women/products/tops.html","Short Mock-turtleneck Top","https://www2.hm.com/en_us/productpage.0784858001.html","Short Mock-turtleneck Top","$12.99","Short, fitted top in ribbed jersey with a mock turtleneck and long sleeves.","Cotton 95%, Elastane 5%","Short","STYLE
				
					Mock Turtleneck","Neon pink","Neon pink"
"1573263915-5453","https://www2.hm.com/en_us/women/products/tops.html","Top with Stand-up Collar","https://www2.hm.com/en_us/productpage.0798827002.html","Top with Stand-up Collar","$17.99","Short top with a small stand-up collar, low-cut opening at front, and opening at back with snap fasteners at back of neck. Long sleeves.","Polyamide 93%, Elastane 4%, Metallized fiber 3%","Short","STYLE
				
					Keyhole
					Stand-up Collar","Black/blue/silver-colored/pink","Black/glittery blue"
"1573263455-5313","https://www2.hm.com/en_us/women/products/tops.html","Tank Top with Lace","https://www2.hm.com/en_us/productpage.0572797001.html","Tank Top with Lace","$6.99","CONSCIOUS. Fitted tank top in soft organic cotton jersey with lace trim at neckline and armholes.","Cotton 97%, Elastane 3%","Sleeveless","STYLE
				
					Tank Top","Black","Black"
"1573262077-4888","https://www2.hm.com/en_us/women/products/tops.html","Crinkled Blouse","https://www2.hm.com/en_us/productpage.0751915001.html","Crinkled Blouse","$29.99","Sleeveless blouse in airy, crinkled fabric. V-neck, seam below bust, and flared lower section. Lined.","Polyester 100%","Sleeveless","STYLE
				
					V-neck","Dark orange","Dark orange"
"1573263153-5217","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Jersey Top","https://www2.hm.com/en_us/productpage.0836009001.html","Ribbed Jersey Top","$17.99","Fitted top in soft, ribbed jersey with a V-neck, button placket, and long sleeves.","Polyester 64%, Viscose 33%, Elastane 3%","Long sleeve","STYLE
				
					V-neck","Black","Black"
"1573262548-5037","https://www2.hm.com/en_us/women/products/tops.html","V-neck Camisole Top","https://www2.hm.com/en_us/productpage.0784143001.html","V-neck Camisole Top","$24.99","Camisole top in softly draped, patterned viscose fabric. V-neck at front, straight-cut back, and narrow shoulder straps.","Viscose 100%","Sleeveless","STYLE
				
					V-neck","Black/light beige","Black/zebra print"
"1573261424-4696","https://www2.hm.com/en_us/women/products/tops.html","Pleated Jersey Top","https://www2.hm.com/en_us/productpage.0753906003.html","Pleated Jersey Top","$14.99","Short top in soft, pleated jersey with a sheen. Narrow ribbing at neckline, short sleeves with overlocked edges, and overlocked hem.","Polyester 100%","Short","","Beige","Beige"
"1573261937-4846","https://www2.hm.com/en_us/women/products/tops.html","Flounce-sleeved Top","https://www2.hm.com/en_us/productpage.0708459009.html","Flounce-sleeved Top","$9.99","Top in crêped viscose jersey with a slightly wider neckline, short, flounced sleeves, and short slits at sides.","Viscose 100%","Short sleeve","STYLE
				
					Round Neck
					Flounced Sleeve","Light beige/black","Light beige/zebra print"
"1573262525-5030","https://www2.hm.com/en_us/women/products/tops.html","V-neck Top","https://www2.hm.com/en_us/productpage.0681657002.html","V-neck Top","$14.99","Long-sleeved, V-neck top in soft, ribbed jersey with a button placket.","Cotton 95%, Elastane 5%","Long sleeve","STYLE
				
					V-neck","White","White"
"1573260710-4480","https://www2.hm.com/en_us/women/products/tops.html","Flounce-sleeved Top","https://www2.hm.com/en_us/productpage.0612800009.html","Flounce-sleeved Top","$24.99","Loose-fit, V-neck top in airy, woven fabric with pleats on shoulders and at back of neck. Short, flounced raglan sleeves. Rounded hem.","Lining: Polyester 100%","Short sleeve","STYLE
				
					Flounced Sleeve
					V-neck","Black","Black"
"1573261421-4695","https://www2.hm.com/en_us/women/products/tops.html","Basic Camisole Top","https://www2.hm.com/en_us/productpage.0108775044.html","Basic Camisole Top","$5.99","Camisole top in jersey with narrow shoulder straps.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Camisole Top","Solid-color","White"
"1573262798-5117","https://www2.hm.com/en_us/women/products/tops.html","Linen Top","https://www2.hm.com/en_us/productpage.0617534017.html","Linen Top","$17.99","PREMIUM QUALITY. Short-sleeved top in linen jersey with a V-neck.","Linen 100%","Short sleeve","STYLE
				
					V-neck","Dark gray","Dark gray"
"1573263848-5431","https://www2.hm.com/en_us/women/products/tops.html","Boat-neck Bodysuit","https://www2.hm.com/en_us/productpage.0835549001.html","Boat-neck Bodysuit","$12.99","Fitted bodysuit in soft cotton jersey. Boat neckline, long sleeves, and lined gusset with concealed snap fasteners.","Cotton 95%, Elastane 5%","Long sleeve","STYLE
				
					Boat Neck","Black","Black"
"1573260713-4481","https://www2.hm.com/en_us/women/products/tops.html","Modal-blend Top","https://www2.hm.com/en_us/productpage.0645709011.html","Modal-blend Top","$17.99","Top in soft jersey made from a modal and cotton blend. Short sleeves with lace trim.","Cotton 50%, Modal 47%, Elastane 3%","Short sleeve","STYLE
				
					Round Neck","Light yellow/pink/white/turquoise","White/striped"
"1573263761-5407","https://www2.hm.com/en_us/women/products/tops.html","2-pack Jersey Tank Tops","https://www2.hm.com/en_us/productpage.0736870005.html","2-pack Jersey Tank Tops","$9.99","CONSCIOUS. Tank tops in soft, organic cotton jersey with narrow shoulder straps.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Camisole Top","Black/white","Black/white"
"1573264007-5481","https://www2.hm.com/en_us/women/products/tops.html","Puff-sleeved Top","https://www2.hm.com/en_us/productpage.0835664002.html","Puff-sleeved Top","$17.99","Fitted top in thick jersey with a sweetheart neckline. 3/4-length puff sleeves with elasticized, gathered shoulders for added volume.","Viscose 67%, Polyamide 28%, Elastane 5%","3/4 sleeve","STYLE
				
					Puff Sleeve
					Sweetheart Neckline","Dark green","Dark green"
"1573261922-4842","https://www2.hm.com/en_us/women/products/tops.html","Sleeveless Top","https://www2.hm.com/en_us/productpage.0632307011.html","Sleeveless Top","$12.99","Sleeveless top in crêped jersey with a small, gathered stand-up collar, V-shaped opening at front, and rounded hem.","Polyester 93%, Elastane 7%","Sleeveless","STYLE
				
					Stand-up Collar
					V-neck","Dark blue","Dark blue"
"1573261372-4680","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0733749002.html","Jersey Top","$2.99","Short top in soft cotton jersey with concealed elastication at upper front.","Cotton 95%, Elastane 5%","Short","STYLE
				
					Strapless
					Tube Top","White","White"
"1573261873-4827","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0348870011.html","Jersey Top","$12.99","Long-sleeved top in soft, airy slub jersey. Wide neckline, dropped shoulders, and slightly longer back section.","Viscose 100%","Long sleeve","","Khaki green","Khaki green"
"1573263428-5305","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Jersey Top","https://www2.hm.com/en_us/productpage.0516000089.html","Long-sleeved Jersey Top","$12.99","Fitted top in stretch jersey with a round neckline and long sleeves.","Cotton 95%, Elastane 5%","Long sleeve","","Dark burgundy","Dark burgundy"
