web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
"1573342300-15768","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","VELVET AND LACE BOMBER JACKET","https://www.zara.com/sg/en/velvet-and-lace-bomber-jacket-p07484227.html","VELVET AND LACE BOMBER JACKET Details","S$ 69.90","Black","Bomber jacket with a round neckline, long sleeves, elastic trims and metal zip-up fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573333100-13020","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","TEXTURED PENCIL SKIRT","https://www.zara.com/sg/en/textured-pencil-skirt-p08593521.html","TEXTURED PENCIL SKIRT Details","S$ 89.90","Black / White","Tailored skirt with front pockets, front pleats, frayed hem and invisible back zip fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573340926-15351","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","PLEATED DRESS","https://www.zara.com/sg/en/pleated-dress-p05584907.html","PLEATED DRESS Details","S$ 45.90","Blue green","Flowing dress featuring a V-neckline with tie fastening and long sleeves with elastic cuffs.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573333521-13152","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","JEANS ZW PREMIUM HIGH RISE STRAIGHT","https://www.zara.com/sg/en/jeans-zw-premium-high-rise-straight-p06045253.html","JEANS ZW PREMIUM HIGH RISE STRAIGHT Details","S$ 89.90","Ecru","The Real High Rise Straight In Arctic Natural.

High waist jeans with a five-pocket design, frayed hems and zip fly and metal button fastening.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573339372-14934","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","TEXTURED SHIFT DRESS","https://www.zara.com/sg/en/textured-shift-dress-p06050631.html","TEXTURED SHIFT DRESS Details","S$ 39.90","Black","Sleeveless tailored dress with a round neckline. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573336558-14104","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","FLORAL TULLE TOP","https://www.zara.com/sg/en/floral-tulle-top-p08146101.html","FLORAL TULLE TOP Details","S$ 59.90","Blue","Semi-sheer top with a round neckline. Featuring puff sleeves that fall below the elbow, matching floral appliqués and a buttoned opening in the back. 

This garment is not lined. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330046-12123","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","null","","","","","",""
"1573337428-14321","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","FLOWING RUFFLED BLOUSE","https://www.zara.com/sg/en/flowing-ruffled-blouse-p07484165.html","FLOWING RUFFLED BLOUSE Details","S$ 59.90","beige-pink","Blouse featuring a high collar with tied detail, V-neckline, long sleeves, decorative buttons on the front and matching ruffle trims.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573336265-13980","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","DRESS WITH SIDE SLITS","https://www.zara.com/sg/en/dress-with-side-slits-p01215100.html","DRESS WITH SIDE SLITS Details","S$ 69.90","Ecru","Sleeveless knit dress with a round neckline and side slits at the hem. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573333342-13112","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","CARGO TROUSERS WITH POCKETS","https://www.zara.com/sg/en/cargo-trousers-with-pockets-p06147157.html","CARGO TROUSERS WITH POCKETS Details","S$ 59.90","Khaki","High waist trousers with front, side and back patch pockets. Featuring elastic hems and zip fly and snap-button fastening.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573333051-13004","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","FAUX LEATHER SKIRT","https://www.zara.com/sg/en/faux-leather-skirt-p04432190.html","FAUX LEATHER SKIRT Details","S$ 45.90","Red","Mini skirt featuring front patch pockets and front zip and button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330797-12359","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","null","","","","","",""
"1573334875-13536","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","SHIRRED WAIST TROUSERS","https://www.zara.com/sg/en/shirred-waist-trousers-p00264629.html","SHIRRED WAIST TROUSERS Details","S$ 45.90","Black","High waist trousers with a shirred waistband and front pockets.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573335933-13898","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","SWEATER WITH PUFF SLEEVES","https://www.zara.com/sg/en/sweater-with-puff-sleeves-p09598159.html","SWEATER WITH PUFF SLEEVES Details","S$ 69.90","Multicoloured","Knit sweater with a high neck, long puff sleeves and ribbed trims. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573337333-14297","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","DARTED TOP","https://www.zara.com/sg/en/darted-top-p07986703.html","DARTED TOP Details","S$ 89.90","Grey marl","Long sleeve top with a wide neckline. Featuring darted detailing on the front and back and side vents at the hem. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573340110-15126","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","PRINTED CROSSOVER DRESS","https://www.zara.com/sg/en/printed-crossover-dress-p08267452.html","PRINTED CROSSOVER DRESS Details","S$ 69.90","only one","Short dress with a round neck and long sleeves. Featuring a crossover fabric detail with tie on the front. In-seam side zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: EcoVeroTMViscose. 
EcoVeroTM is certified by the EU Ecolabel and meets the strictest environmental standards in the European Union, from the raw materials to manufacturing, helping us take care of the environment.","null"
"1573334301-13376","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","LOOSE-FITTING DARTED TROUSERS","https://www.zara.com/sg/en/loose-fitting-darted-trousers-p08119048.html","LOOSE-FITTING DARTED TROUSERS Details","S$ 69.90","Black","High-waist trousers with an elastic inner waistband, front pockets and false jetted back pockets. Featuring front darts, elasticated cuff hems and metal hook, inside button and zip fly fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338664-14683","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","PLEATED T-SHIRT","https://www.zara.com/sg/en/pleated-t-shirt-p00219908.html","PLEATED T-SHIRT Details","S$ 39.90","Ecru / Black","Top featuring a surplice neckline, long sleeves and elastic waist with tied detail.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573338735-14706","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","SHIRT WITH PLEATED BACK","https://www.zara.com/sg/en/shirt-with-pleated-back-p08444157.html","SHIRT WITH PLEATED BACK Details","S$ 49.90","Black","Loose-fitting collared shirt with long puff sleeves. Featuring pleated fabric at the back and a button-up front. 

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573342008-15691","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","CROPPED JACKET WITH POCKETS","https://www.zara.com/sg/en/cropped-jacket-with-pockets-p04979227.html","CROPPED JACKET WITH POCKETS Details","S$ 69.90","Khaki","Collared jacket with long sleeves. Featuring front patch pockets with flaps and metal button fastening on the front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573336792-14161","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","LINEN SHIRT WITH POCKET","https://www.zara.com/sg/en/linen-shirt-with-pocket-p02614500.html","LINEN SHIRT WITH POCKET Details","S$ 45.90","Sand","Collared shirt featuring short turn-up sleeves, a chest patch pocket and a button-up front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: Sustainably Grown European Linen. 
Sustainably Grown European Linen is naturally irrigated and does not use genetically modified seeds or defoliants. An environmentally and water-friendly process.","null"
"1573333687-13194","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","JEANS Z1975 RELAXED RIPS","https://www.zara.com/sg/en/jeans-z1975-relaxed-rips-p08228228.html","JEANS Z1975 RELAXED RIPS Details","S$ 69.90","Light blue","Faded mid-waist jeans with a five-pocket design and ripped detailing on the front and back. Front fastening with zip fly and metal top button. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573334201-13350","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","STRIPED JOGGER WAIST TROUSERS","https://www.zara.com/sg/en/striped-jogger-waist-trousers-p01608132.html","STRIPED JOGGER WAIST TROUSERS Details","S$ 49.90","Navy / White","Mid waist skinny trousers with an elastic waistband in the back. Featuring front pockets, false welt back pockets, side vents at the hems and metal hook and zip fastening in the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573334904-13544","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","CROPPED TROUSERS","https://www.zara.com/sg/en/cropped-trousers-p07385875.html","CROPPED TROUSERS Details","S$ 45.90","Khaki","Flowing high waist trousers with an elastic waistband and side pockets. Featuring front button and pleat details.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573338407-14600","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","SHIRT WITH POCKET","https://www.zara.com/sg/en/shirt-with-pocket-p06929303.html","SHIRT WITH POCKET Details","S$ 89.90","White","Oversized long sleeve shirt with a regular collar. Featuring a patch pocket on the front, an asymmetric hem and pleats on the back. Button-up front.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330797-12398","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","null","","","","","",""
"1573335223-13641","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","null","","","","","",""
"1573335957-13904","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","KNIT TOP WITH SLITS","https://www.zara.com/sg/en/knit-top-with-slits-p03859108.html","KNIT TOP WITH SLITS Details","S$ 45.90","Brick","High neck knit top with long sleeves with side slits.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573338062-14494","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","SPECIAL EDITION SEQUINNED TOP","https://www.zara.com/sg/en/special-edition-sequinned-top-p09598122.html","SPECIAL EDITION SEQUINNED TOP Details","S$ 69.90","only one","Semi-sheer top featuring a high neck and short sleeves with ruffled trim. Matching sequinned appliqué and a buttoned opening at the back.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573342465-15830","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","null","","","","","",""
"1573330528-12270","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","ORGANZA SLEEVE SWEATSHIRT","https://www.zara.com/sg/en/organza-sleeve-sweatshirt-p00264686.html","ORGANZA SLEEVE SWEATSHIRT Details","S$ 45.90","Black","Sweatshirt with a round neckline and long sleeves in matching organza. Featuring a soft-feel interior. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573338304-14567","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","TOP WITH BOW","https://www.zara.com/sg/en/top-with-bow-p01165754.html","TOP WITH BOW Details","S$ 45.90","Black","Flowing top featuring a slot collar with tied detail and long puff sleeves with cuffs.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573341814-15641","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","CROPPED JACKET","https://www.zara.com/sg/en/cropped-jacket-p05899153.html","CROPPED JACKET Details","S$ 69.90","Light blue","Collared jacket with long sleeves. Featuring front patch pockets with flaps and metal button-up fastening.

HEIGHT: 177 CM","null"
"1573343005-16000","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","COAT WITH PATCH POCKETS","https://www.zara.com/sg/en/coat-with-patch-pockets-p07522243.html","COAT WITH PATCH POCKETS Details","S$ 229.00","Black","Coat made of a wool blend. Featuring a lapel collar, long sleeves, front patch pockets and front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338726-14703","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","POLKA DOT TOP","https://www.zara.com/sg/en/polka-dot-top-p05039812.html","POLKA DOT TOP Details","S$ 45.90","Burgundy","Semi-sheer top featuring a round neckline, long sleeves with elasticated cuffs and velvet polka dots.

This garment is not lined.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330679-12315","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","SOFT-TOUCH MICKEY MOUSE ©DISNEY SWEATSHIRT","https://www.zara.com/sg/en/soft-touch-mickey-mouse-%C2%A9disney-sweatshirt-p05644817.html","SOFT-TOUCH MICKEY MOUSE ©DISNEY SWEATSHIRT Details","S$ 45.90","Grey","Sweatshirt with a round neckline and sleeves falling below the elbow. Featuring a front print of Mickey Mouse ©Disney.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: at least 25% recycled cotton.
Manufacturing recycled fabrics has a lower environmental impact by consuming less water, less energy and fewer natural resources.","null"
"1573330612-12295","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","JACQUARD SWEATSHIRT","https://www.zara.com/sg/en/jacquard-sweatshirt-p04886463.html","JACQUARD SWEATSHIRT Details","S$ 59.90","Ecru","Sweatshirt with a round neckline, long full sleeves and elastic cuffs.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573334481-13425","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","OTTOMAN LEGGINGS WITH ZIP DETAIL","https://www.zara.com/sg/en/ottoman-leggings-with-zip-detail-p05039238.html","OTTOMAN LEGGINGS WITH ZIP DETAIL Details","S$ 45.90","Khaki","High waist leggings with an elastic waistband and side zip fastening. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573337103-14236","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","LACE SHIRT","https://www.zara.com/sg/en/lace-shirt-p07484159.html","LACE SHIRT Details","S$ 69.90","beige-pink","Collared shirt with long sleeves, matching ruffle trims and a button-up front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338953-14807","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","null","","","","","",""
"1573335377-13751","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","METALLIC THREAD TOP","https://www.zara.com/sg/en/metallic-thread-top-p06771111.html","METALLIC THREAD TOP Details","S$ 69.90","Silver","Knit top with round neckline, long flared sleeves and lining.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573329827-12014","https://www.zara.com/sg/en/woman-suits-l1437.html?v1=1281679","HOUNDSTOOTH BLAZER","https://www.zara.com/sg/en/houndstooth-blazer-p07901334.html","HOUNDSTOOTH BLAZER Details","S$ 119.00","Camel","Blazer with a lapel collar and long sleeves. Featuring front flap pockets, a back vent and button fastening at the front.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573340225-15156","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","CREASED-EFFECT DRESS","https://www.zara.com/sg/en/creased-effect-dress-p01165801.html","CREASED-EFFECT DRESS Details","S$ 45.90","Green","Flowing round neck dress with short sleeves. Crinkle-effect fabric detail.

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573329962-12055","https://www.zara.com/sg/en/woman-suits-l1437.html?v1=1281679","ANKLE-LENGTH TROUSERS","https://www.zara.com/sg/en/ankle-length-trousers-p08372253.html","ANKLE-LENGTH TROUSERS Details","S$ 45.90","Fuchsia","Mid waist trousers with front pockets and false rear welt pockets. Featuring side vents at the hems and metal hook, inside button and zip fastening in the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″

JOIN LIFE
Care for fibre: At least 50% recycled polyester.
Recycled polyester is made from recycled plastic bottles and consumes less water, less energy and fewer natural resources.","null"
"1573330167-12155","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","RIBBED KNIT SWEATER","https://www.zara.com/sg/en/ribbed-knit-sweater-p02162100.html","RIBBED KNIT SWEATER Details","S$ 39.90","Duck blue","Fitted knit sweater featuring a round neckline, short sleeves and ruffle trims.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573332185-12753","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","TEXT PRINT T-SHIRT","https://www.zara.com/sg/en/text-print-t-shirt-p05644478.html","TEXT PRINT T-SHIRT Details","S$ 29.90","Red / Black","Short sleeve T-shirt with a round neckline and a contrast slogan print on the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573331167-12489","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","MINNIE © DISNEY T-SHIRT","https://www.zara.com/sg/en/minnie-%C2%A9-disney-t-shirt-p00264626.html","MINNIE © DISNEY T-SHIRT Details","S$ 29.90","White","Short sleeve T-shirt with a round neckline. Featuring a Minnie © Disney print on the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573334024-13285","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","RIPPED MID-RISE SKINNY JEANS","https://www.zara.com/sg/en/ripped-mid-rise-skinny-jeans-p09794877.html","RIPPED MID-RISE SKINNY JEANS Details","S$ 59.90","Light blue","Mid-rise jeans in stretchy fabric with a five-pocket design. Featuring ripped detailing on the front and zip fly and metal top button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″



JOIN LIFE
Care for fiber: At least 95% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
