web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573236636-3948","https://www2.hm.com/en_us/women/products/dresses.html","Long Dress","https://www2.hm.com/en_us/productpage.0685942001.html","Long Dress","$49.99","Long dress in airy, woven fabric. Narrow-cut at top with ruffles around armholes. Short, narrow shoulder straps, concealed back zip, seam at waist, and full skirt with gathers at top. Lined.","Lining: Polyester 100%","Back: Length: 142.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck","Light blue","Light blue"
"1573227379-3680","https://www2.hm.com/en_us/women/products/dresses.html","Off-the-shoulder Dress","https://www2.hm.com/en_us/productpage.0726226002.html","Off-the-shoulder Dress","$39.99","Short, off-the-shoulder dress in woven cotton fabric with eyelet embroidery. Wide, elasticized ruffle at upper edge and extending over arms. Flared skirt and concealed side zip. Jersey lining.","Cotton 100%","Back: Length: 69.3 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Off-the-shoulder","Cream","Cream"
"1573227892-3696","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Buttons","https://www2.hm.com/en_us/productpage.0744893004.html","Dress with Buttons","$34.99","Calf-length dress in woven fabric. Small V-neck, narrow, adjustable shoulder straps, buttons at front, and smocking at back. Seam at waist and flared skirt. Lined at top.","Cotton 58%, Viscose 30%, Lyocell 12%","Midi","STYLE
				
					Smocking
					V-neck","White/dark blue","White/dark blue striped"
"1573246849-4225","https://www2.hm.com/en_us/women/products/dresses.html","Long Velour Dress","https://www2.hm.com/en_us/productpage.0796673002.html","Long Velour Dress","$59.99","Long, fitted dress in stretch velour. Open sections at sides and at back, concealed zip at back, and long sleeves. High slit at front. Unlined.","Polyester 92%, Elastane 8%","Sleeve: Length: 60.4 cm (Size M) – cm = unitofmeasure","STYLE
				
					Cut-out","Red","Red"
"1573248555-4272","https://www2.hm.com/en_us/women/products/dresses.html","Off-the-shoulder Dress","https://www2.hm.com/en_us/productpage.0809206001.html","Off-the-shoulder Dress","$29.99","Short, fitted off-the-shoulder dress in a soft, fine knit with double layers at top. Long sleeves.","Acrylic 68%, Polyamide 17%, Polyester 12%, Elastane 3%","Short","STYLE
				
					Off-the-shoulder","Light beige melange","Light beige melange"
"1573253468-4406","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0794389002.html","V-neck Dress","$24.99","Short, V-neck dress in crêped jersey with a narrow, removable tie belt at waist. 3/4-length sleeves and cuffs with decorative buttons. Unlined.","Lining: Polyester 100%","Front: Length: 94.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					V-neck","Teal","Teal"
"1573248250-4264","https://www2.hm.com/en_us/women/products/dresses.html","Velour Dress","https://www2.hm.com/en_us/productpage.0810849001.html","Velour Dress","$49.99","Short dress in soft velour with a round neckline. Low-cut opening at back with concealed button at back of neck. Dropped shoulders and short, wide sleeves. Seam at waist and gathers at sides of skirt for a snug fit. Jersey lining.","Polyester 90%, Elastane 10%","Back: Length: 85.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck
					Keyhole","Turquoise","Turquoise"
"1573239096-4018","https://www2.hm.com/en_us/women/products/dresses.html","Ruffled Dress","https://www2.hm.com/en_us/productpage.0788107007.html","Ruffled Dress","$39.99","Short, straight-cut dress in ribbed jersey. Short, ruffle-trimmed sleeves, seam at waist with removable tie belt, and a ruffle at hem. Unlined.","Cotton 69%, Polyester 30%, Elastane 1%","Back: Length: 88.6 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck","Blue","Blue"
"1573252407-4377","https://www2.hm.com/en_us/women/products/dresses.html","Wide-cut Dress","https://www2.hm.com/en_us/productpage.0830770003.html","Wide-cut Dress","$24.99","Short, wide-cut dress in woven fabric. Round neckline, small opening at back of neck with button, and long sleeves.","Polyester 100%","Short","STYLE
				
					Round Neck
					Keyhole","Red","Red"
"1573230193-3763","https://www2.hm.com/en_us/women/products/dresses.html","Chiffon Dress","https://www2.hm.com/en_us/productpage.0796219001.html","Chiffon Dress","$49.99","Short, wide-cut dress in airy chiffon with a printed pattern. Narrow ruffle trim at neckline and V-neck opening at front with narrow ties at top. Gathered seam at shoulders, long puff sleeves, and wide cuffs with covered buttons and narrow ruffle trim. Gathered seam at waist and flared skirt with wide flounce at hem. Satin liner dress.","Polyester 100%","Short","STYLE
				
					Puff Sleeve
					V-neck","Orange","Orange"
"1573254758-4441","https://www2.hm.com/en_us/women/products/dresses.html","Sequined Dress","https://www2.hm.com/en_us/productpage.0824752001.html","Sequined Dress","$49.99","Short, A-line dress in sequined mesh. Small stand-up collar, opening at back of neck with concealed buttons, and long, raglan balloon sleeves with elasticized cuffs. Lining in jersey made from recycled polyester.","Polyester 100%","Back: Length: 85.7 cm (Size M) – cm = unitofmeasure","STYLE
				
					Raglan Sleeve
					A-line
					Keyhole
					Balloon Sleeve
					Stand-up Collar","Dark green/black","Dark green"
"1573250656-4329","https://www2.hm.com/en_us/women/products/dresses.html","Fine-knit Dress","https://www2.hm.com/en_us/productpage.0779241001.html","Fine-knit Dress","$69.99","Short, fine-knit dress in a soft viscose blend. One shoulder with regular buttons and one with decorative buttons. 3/4-length sleeves, seam at waist, and flared skirt. Unlined.","Viscose 75%, Polyamide 25%","Front: Length: 93.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck","Black/gold-colored","Black"
"1573234849-3898","https://www2.hm.com/en_us/women/products/dresses.html","Long Dress with Lace Details","https://www2.hm.com/en_us/productpage.0794772001.html","Long Dress with Lace Details","$99.00","Long dress in woven, crêped fabric with bodice in mesh and lace. Opening at back of neck with a button, concealed zip at back, and short, wide lace sleeves. Seam at waist and a softly draped skirt. Partly lined.","Polyester 100%","Shoulder: Width: 34.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck
					Keyhole","Light taupe","Light taupe"
"1573241124-4073","https://www2.hm.com/en_us/women/products/dresses.html","Long Chiffon Dress","https://www2.hm.com/en_us/productpage.0822481001.html","Long Chiffon Dress","$59.99","Long dress in airy, patterned chiffon. Small, gathered stand-up collar and buttons at front. Long raglan sleeves with covered, elasticized cuffs. Gathered seam at waist and sleeveless liner dress in jersey.","Polyester 100%","Front: Length: 129.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Raglan Sleeve
					Round Neck
					Stand-up Collar","Dark brown/beige","Dark brown/patterned"
"1573228481-3715","https://www2.hm.com/en_us/women/products/dresses.html","Mock-turtleneck Dress","https://www2.hm.com/en_us/productpage.0710397002.html","Mock-turtleneck Dress","$17.99","Short dress in ribbed jersey with a mock turtleneck and long sleeves.","Cotton 46%, Polyester 45%, Elastane 9%","Front: Length: 87.6 cm (Size M) – cm = unitofmeasure","STYLE
				
					Mock Turtleneck
					Stand-up Collar","Dark gray melange","Dark gray melange"
"1573224808-3602","https://www2.hm.com/en_us/women/products/dresses.html","Flounced Wrap Dress","https://www2.hm.com/en_us/productpage.0747198003.html","Flounced Wrap Dress","$17.99","Short dress in woven viscose fabric with a printed pattern. Narrow, adjustable straps, wrapover front with ties at one side, and flounced hem. Unlined.","Viscose 100%","Short","STYLE
				
					Wrapover
					V-neck","White/black","White/black dotted"
"1573246660-4220","https://www2.hm.com/en_us/women/products/dresses.html","Sequin-embroidered Long Dress","https://www2.hm.com/en_us/productpage.0785227001.html","Sequin-embroidered Long Dress","$149.00","Long dress in chiffon with beaded and sequined embroidery. Round neckline, covered button at back of neck, and semi-attached yoke leaving back partially open. Concealed, adjustable, extra-narrow shoulder straps and short, raglan butterfly sleeves. Gathered seam at waist and skirt with concealed back zip. Partly lined.","Lining: Polyester 100%","Long","STYLE
				
					Round Neck
					Butterfly Sleeve","Cream","Cream"
"1573232484-3829","https://www2.hm.com/en_us/women/products/dresses.html","Long Chiffon Dress","https://www2.hm.com/en_us/productpage.0744215001.html","Long Chiffon Dress","$119.00","Long, sleeveless dress in airy chiffon. Wide ruffle trim layered over top and extending over shoulders. Low-cut V-neck with beaded embroidery, shoulder straps crossed at back, and concealed back zip. Lined.","Lining: Polyester 100%","Long","STYLE
				
					V-neck","Light green","Light green"
"1573240795-4064","https://www2.hm.com/en_us/women/products/dresses.html","Short Halterneck Dress","https://www2.hm.com/en_us/productpage.0795505001.html","Short Halterneck Dress","$54.99","Short dress in woven fabric with a circle skirt. Wide straps crossed at front to tie at back of neck. Seam at waist and concealed side zip with hook-and-eye fastening. Unlined.","Viscose 91%, Polyester 9%","Short","STYLE
				
					Circular
					Halterneck","Black","Black"
"1573241526-4084","https://www2.hm.com/en_us/women/products/dresses.html","Lace Dress","https://www2.hm.com/en_us/productpage.0608007001.html","Lace Dress","$79.99","Calf-length lace dress with a V-neck. Narrow, adjustable shoulder straps, seam at waist with concealed zip, and a flared skirt. Lined.","Polyamide 38%, Cotton 35%, Viscose 13%, Lyocell 13%, Polyester 1%","Midi","STYLE
				
					V-neck","Dark blue","Dark blue"
"1573227708-3691","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Smocking","https://www2.hm.com/en_us/productpage.0766667001.html","Dress with Smocking","$34.99","Calf-length dress in airy, woven cotton fabric. Smocking at top, sweetheart neckline, and shoulder straps with elastication at back. Seam at waist and gently flared skirt. Unlined.","Cotton 99%, Elastane 1%","Midi","STYLE
				
					Smocking
					Sweetheart Neckline","Black/white","Black/white checked"
"1573253727-4413","https://www2.hm.com/en_us/women/products/dresses.html","Patterned Shirt Dress","https://www2.hm.com/en_us/productpage.0777273006.html","Patterned Shirt Dress","$24.99","Short shirt dress in woven, crêped fabric with a printed pattern. Collar, buttons at front, yoke at front and back, and long sleeves with buttons at cuffs. Rounded hem.","Polyester 97%, Elastane 3%","Back: Length: 87.4 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Turn-down Collar","Cerise","Cerise/animal print"
"1573238776-4009","https://www2.hm.com/en_us/women/products/dresses.html","Tiered Wrap-front Dress","https://www2.hm.com/en_us/productpage.0827955003.html","Tiered Wrap-front Dress","$59.99","V-neck dress in woven fabric. Wrapover front with concealed fastening, concealed side zip, and long puff sleeves with covered buttons at cuffs. Skirt with two tiered flounces.","Polyester 100%","Shoulder: Width: 39.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					Wrapover
					V-neck","Purple/pink/light beige","Purple/patterned"
"1573241087-4072","https://www2.hm.com/en_us/women/products/dresses.html","Draped Dress","https://www2.hm.com/en_us/productpage.0815028001.html","Draped Dress","$59.99","Fitted one-shoulder dress in thick, glossy jersey. One narrow shoulder strap with tie at top, one wide shoulder strap, and a drawstring at one side for a draped effect. Asymmetric hem with high slit at one side. Partly lined.","Lining: Polyester 93%, Elastane 7%","Midi","STYLE
				
					Draped
					One-shoulder
					Fitted","Black","Black"
"1573233579-3863","https://www2.hm.com/en_us/women/products/dresses.html","Shirt Dress","https://www2.hm.com/en_us/productpage.0732725002.html","Shirt Dress","$29.99","Short, V-neck dress in soft denim with a collar. Snap fasteners at front, short sleeves, and chest pockets with pleat. Removable tie belt at waist and short slits at sides. Unlined.","Viscose 71%, Lyocell 29%","Back: Length: 95.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Cargo
					V-neck","Khaki green","Khaki green"
"1573235458-3915","https://www2.hm.com/en_us/women/products/dresses.html","Ribbed Dress","https://www2.hm.com/en_us/productpage.0759068001.html","Ribbed Dress","$34.99","Fitted, calf-length dress in a cotton-blend rib knit. Small overlocked collar, short sleeves, and slits at sides. Unlined.","Cotton 60%, Viscose 40%","Sleeve: Length: 31.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck","Blue/yellow/green","Blue/striped"
"1573248357-4267","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0760214005.html","Dress with Tie Belt","$39.99","Short dress in woven viscose fabric. Wide neckline, long sleeves with narrow, elasticized cuffs, and removable tie belt at waist. Unlined.","Viscose 100%","Shoulder: Width: 41.3 cm (Size 8) – cm = unitofmeasure","","Red","Red"
"1573253365-4403","https://www2.hm.com/en_us/women/products/dresses.html","Sequined Dress with Fringe","https://www2.hm.com/en_us/productpage.0793699001.html","Sequined Dress with Fringe","$29.99","Short, sleeveless dress in sequined mesh with sequined fringe at hem. Extra-narrow shoulder straps. Jersey lining.","Polyester 95%, Elastane 5%","Short","","Black","Black"
"1573227093-3672","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Dress","https://www2.hm.com/en_us/productpage.0706509002.html","Fitted Dress","$14.99","Short, fitted dress in soft jersey with a round neckline and long sleeves.","Cotton 95%, Elastane 5%","Front: Length: 89.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck
					Fitted","Black/white","Black/white striped"
"1573244280-4157","https://www2.hm.com/en_us/women/products/dresses.html","Sweatshirt Dress","https://www2.hm.com/en_us/productpage.0512251004.html","Sweatshirt Dress","$17.99","Short dress in lightweight sweatshirt fabric with dropped shoulders, 3/4-length sleeves with sewn cuffs, and short slits at sides.","Cotton 100%","Short","","Powder pink","Powder pink"
"1573236275-3938","https://www2.hm.com/en_us/women/products/dresses.html","Cotton Utility Dress","https://www2.hm.com/en_us/productpage.0838791001.html","Cotton Utility Dress","$59.99","Short dress in cotton twill. Collar, concealed snap fasteners at front, and long sleeves with concealed snap fasteners at cuffs. Chest pockets with flap, side pockets, and a removable belt at waist. Partly lined.","Lining: Cotton 100%","Back: Length: 86.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Turn-down Collar
					Cargo","Dark beige","Dark beige"
