web-scraper-order,web-scraper-start-url,link,link-href,title,price,color,description,material
"1573665944-3054","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Puff Sleeve Crew Neck Sweater","https://www.uniqlo.com/sg/store/women-puff-sleeve-crew-neck-sweater-4186830011.html","WOMEN Puff Sleeve Crew Neck Sweater","S$29.90","Color: COL08 DARK GRAY","The texture and color are both rugged and feel trendy The design is also sweat-like, so it feels very casual.
- Made with yarn that feels a bit uneven, for a textured surface.
- Knitted fabric of mixed colors with surface variation, to add more freshness to your look. 
- A design knit that is simple yet has voluminous sleeves.


                            
                                                
                          
                              MATERIAL
                53% Cotton, 23% Acrylic, 14% Nylon, 9% Polyester, 1% Spandex


                            
                              CARE
                Hand wash cold","53% Cotton, 23% Acrylic, 14% Nylon, 9% Polyester, 1% Spandex"
"1573664742-2591","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Extra Warm Pile Lined Tights","https://www.uniqlo.com/sg/store/women-heattech-extra-warm-pile-lined-tights-4207660003.html","WOMEN HEATTECH Extra Warm Pile Lined Tights","S$24.90","Color: COL07 GRAY","1.5 times warmer than regular HEATTECH. Now with a cozy pile lining.
- With bio-warming, insulating, anti-microbial, anti-odor, and moisturizing comfort features.
- Designed for a secure, snug fit.


                            
                                                
                          
                              MATERIAL
                61% Rayon, 21% Polyester, 12% Nylon, 6% Spandex


                            
                              CARE
                Machine wash cold","61% Rayon, 21% Polyester, 12% Nylon, 6% Spandex"
"1573664773-2602","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Ultra Warm High Neck T-Shirt","https://www.uniqlo.com/sg/store/women-heattech-ultra-warm-high-neck-t-shirt-4206780015.html","WOMEN HEATTECH Ultra Warm High Neck T-Shirt","S$29.90","Color: COL01 OFF WHITE","2.25 times warmer than our regular HEATTECH. Brave even the most extreme cold.
- Made with Ultra Warm HEATTECH material.
- Warm, cozy high neck.


                            
                                                
                          
                              MATERIAL
                49% Polyester, 34% Acrylic, 15% Rayon, 2% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","49% Polyester, 34% Acrylic, 15% Rayon, 2% Spandex"
"1573665037-2701","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN J.W.Anderson Twill Long Sleeve Shirt Dress","https://www.uniqlo.com/sg/store/women-j-w-anderson-twill-long-sleeve-shirt-dress-4215140002.html","WOMEN J.W.Anderson Twill Long Sleeve Shirt Dress","S$59.90","Color: COL32 BEIGE","Elegant trench coat-style dress, made with chino fabric that has a vintage feel.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- Shirt dress inspired by vintage trench coats. 
- Made with cotton chino fabric that feels durable and comfortable. 
- The drawstring belt at the waist gives you a slick silhouette. 
- An elegant item that has a relaxed feel and timeless style.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold, gentle cycle","100% Cotton"
"1573665162-2752","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Scandinavian UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-scandinavian-ut-short-sleeve-graphic-t-shirt-4218590006.html","WOMEN Scandinavian UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL00 WHITE","Scandinavian Pattern Collection

Scandinavian Pattern Collection is a design collection created by designers who reside in Scandinavia and work in various fields. The patterns created by the Scandinavian designers are made from the heart by each and every designer and born from the Scandinavian nature and the simple daily life there.

© Maria Larsson


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665233-2779","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Makoto Shinkai Films UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-lemaire-shinkai-film-ut-short-sleeve-graphic-t-shirt-4225460001.html","Makoto Shinkai Films UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL63 Blue","Please note that the sizing of this T-shirt is based on regular Men's sizes.

UTs Featuring New and Celebrated Works from Makoto Shinkai

The sky, both in the daytime (Weathering With You) and at evening (your name.), is a recurring key theme across Makoto Shinkai’s directorial career. Items in the new collection that are based on ""your name."" will include Kumihimo (braided code) and other motifs reflecting Japanese traditions that are so important to the film.

© 2019 WYFP


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664769-2601","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Waist Warmer Shorts","https://www.uniqlo.com/sg/store/women-heattech-waist-warmer-shorts-4183280012.html","WOMEN HEATTECH Waist Warmer Shorts","S$14.90","Color: COL08 DARK GRAY","Our high-rise shorts provide a smooth, invisible layer to keep you warm.
- High-rise, double-layered construction keeps you warm around the waist.


                            
                                                
                          
                              MATERIAL
                38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex"
"1573665328-2818","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Manga UT Hajime no Ippo (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-manga-ut-short-sleeve-graphic-t-shirt-4228710001.html","Manga UT Hajime no Ippo (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL03 GRAY","Please note that the sizing of this T-shirt is based on regular Men's sizes.

Weekly Shonen Magazine 60th Anniversary

""Weekly Shonen Magazine"" is a Japanese weekly shonen manga anthology published by Kodansha. It will celebrate its 60th anniversary in 2019, while it continues to entertain many people with a collection of popular manga.

Hajime no Ippo

A boxing manga written by Jyoji Morikawa. Ippo Makunouchi was being bullied before he started searching for the real meaning of being strong,"" and grows through his friendships and battles with his rivals.

©Jyoji Morikawa/KODANSHA


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573666043-3095","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN J.W.Anderson Short Pea Coat","https://www.uniqlo.com/sg/store/women-j-w-anderson-short-pea-coat-4222530004.html","WOMEN J.W.Anderson Short Pea Coat","S$129.90","Color: COL05 GRAY","We took the traditional pea coat, and made it in a cropped-length that is easy to pair with trendy bottoms.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- This traditional item is a wardrobe essential. 
- The cropped silhouette creates a modern, stylish design. 
• Quilt lining with padding to keep you warm.


                            
                                                
                          
                              MATERIAL
                Shell: 67% Polyester, 33% Wool/ Filling: 100% Polyester/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 67% Polyester, 33% Wool/ Filling: 100% Polyester/ Lining: 100% Polyester"
"1573665371-2834","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN UTGP POKEMON UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-utgp-pokemon-ut-short-sleeve-graphic-t-shirt-4226500010.html","WOMEN UTGP POKEMON UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL61 Blue","Each customer is only entitled to purchase* 1 piece per UT design and colour.
*We reserve the right to refuse any order if we suspect that it is for reselling purposes.

UTGP2019 Pokémon

The theme of UT GRAND PRIX 2019 is Pokémon- a global series loved by people throughout the world. More than 18,000 entries, a UTGP record, were received from all over the world! Choose your favorite T-shirt!

©2019 Pokémon.
©1995-2019 Nintendo/Creatures Inc./GAME FREAK inc. TM, ®, and character names are trademarks of Nintendo.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
