web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
1573330984-12442,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,MOZART PRINT T-SHIRT,https://www.zara.com/sg/en/mozart-print-t-shirt-p04644451.html,MOZART PRINT T-SHIRT Details,S$ 39.90,Grey,"Short sleeve T-shirt with a round neckline and a contrast print on the front featuring Wolfgang Amadeus Mozart. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340795-15315,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SEMI-SHEER DRESS,https://www.zara.com/sg/en/semi-sheer-dress-p05189916.html,SEMI-SHEER DRESS Details,S$ 49.90,Maroon,"Long lined dress featuring a high neck and short sleeves.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341437-15509,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SEQUIN CAMISOLE DRESS,https://www.zara.com/sg/en/sequin-camisole-dress-p08728874.html,SEQUIN CAMISOLE DRESS Details,S$ 89.90,Navy blue,"Strappy dress with a draped neckline, sequin appliqués and an asymmetric hem with a side slit.

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573339017-14854,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,MIDI DRESS WITH BELT,https://www.zara.com/sg/en/midi-dress-with-belt-p00387152.html,MIDI DRESS WITH BELT Details,S$ 89.90,Natural,"A-line dress made of a linen blend fabric featuring a V-neck collar, short sleeves and contrast belt detail.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340077-15118,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,MINI DRESS WITH KNOT,https://www.zara.com/sg/en/mini-dress-with-knot-p08228410.html,MINI DRESS WITH KNOT Details,S$ 139.00,Navy blue,"Short dress featuring a high neck with knot detail and long puff sleeves. Fastening on the front with belt and on the back with invisible zip and buttons. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339727-15024,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,VOLUMINOUS ORGANZA DRESS,https://www.zara.com/sg/en/voluminous-organza-dress-p07875414.html,VOLUMINOUS ORGANZA DRESS Details,S$ 69.90,Black,"Round neck semi-sheer dress with short sleeves. Featuring a belt detail in matching fabric, interior lining and button fastening in the back with an opening.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331004-12447,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,POINTELLE CAMISOLE TOP,https://www.zara.com/sg/en/pointelle-camisole-top-p05580701.html,POINTELLE CAMISOLE TOP Details,S$ 29.90,Black,"V-neck top with lace trim and thin straps.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573341211-15433,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,LOOSE-FITTING TEXTURED DRESS,https://www.zara.com/sg/en/loose-fitting-textured-dress-p07901304.html,LOOSE-FITTING TEXTURED DRESS Details,S$ 69.90,Black,"Oversized short dress with a round neckline and sleeves falling below the elbow with elastic cuffs. Featuring floral details in matching fabric, lining and a buttoned opening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341156-15415,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED DRESS,https://www.zara.com/sg/en/printed-dress-p08342344.html,PRINTED DRESS Details,S$ 89.90,Black,"Round neck midi dress featuring long sleeves ending in ruffled elasticated cuffs, pleated detailing and button fastening at the back with an opening.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: EcoVeroTMViscose. 
EcoVeroTM is certified by the EU Ecolabel and meets the strictest environmental standards in the European Union, from the raw materials to manufacturing, helping us take care of the environment.",null
1573331733-12635,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,TOP WITH CONTRASTING EMBROIDERY,https://www.zara.com/sg/en/top-with-contrasting-embroidery-p05644454.html,TOP WITH CONTRASTING EMBROIDERY Details,S$ 45.90,White,"Combined sleeveless top with a round neckline. Featuring a contrast front print and matching embroidery trims. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: At least 75% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573341446-15512,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SEQUIN MINI DRESS,https://www.zara.com/sg/en/sequin-mini-dress-p00387059.html,SEQUIN MINI DRESS Details,S$ 89.90,Bluish,"Short dress with a V-neckline and short ruffled sleeves. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573338974-14846,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p02587152.html,FLORAL PRINT DRESS Details,S$ 69.90,Red,"Flowing A-line dress featuring a V-neckline, wide straps with adjustable bow, lining and back zip fastening hidden in the seam. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331495-12578,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,BODYSUIT WITH SHOULDER PADS,https://www.zara.com/sg/en/bodysuit-with-shoulder-pads-p01971803.html,BODYSUIT WITH SHOULDER PADS Details,S$ 39.90,Black,"Sleeveless bodysuit with a round neckline, shoulder pads and snap-button fastening on the bottom. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340135-15133,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,POLKA DOT EMBROIDERED DRESS,https://www.zara.com/sg/en/polka-dot-embroidered-dress-p04387247.html,POLKA DOT EMBROIDERED DRESS Details,S$ 69.90,Black / Ecru,"Flowing V-neck dress with long sleeves. Featuring contrast embroidered polka dots and a ruffled hem. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331405-12555,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,OVERSIZED T-SHIRT WITH POCKET,https://www.zara.com/sg/en/oversized-t-shirt-with-pocket-p00264635.html,OVERSIZED T-SHIRT WITH POCKET Details,S$ 29.90,White,"Wide short sleeve T-shirt with a round neckline and a front patch pocket.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341122-15406,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p08723182.html,FLORAL PRINT DRESS Details,S$ 69.90,Multicoloured,"Flowing dress with a round neckline, sleeves falling below the elbow, pronounced shoulders, elastic waist and a buttoned opening on the back. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340570-15253,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SATIN CAMISOLE DRESS,https://www.zara.com/sg/en/satin-camisole-dress-p00003303.html,SATIN CAMISOLE DRESS Details,S$ 59.90,Black,"Satin dress with a V-neckline adjustable thin straps.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331460-12569,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,PLEATED T-SHIRT,https://www.zara.com/sg/en/pleated-t-shirt-p05039914.html,PLEATED T-SHIRT Details,S$ 45.90,Black,"Semi-sheer T-shirt featuring a round neckline, long sleeves with pronounced shoulders and elastic detail on the cuffs and hem.

This garment is not lined. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340846-15326,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,COMBINED DRESS,https://www.zara.com/sg/en/combined-dress-p08355021.html,COMBINED DRESS Details,S$ 199.00,Mustard,"Dress featuring a high collar with tied detail, long sleeves with pronounced shoulders, a pleated hem and wrap fastening with buttons. 

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573340704-15291,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,LACE MIDI DRESS,https://www.zara.com/sg/en/lace-midi-dress-p08741258.html,LACE MIDI DRESS Details,null,Black,"Round neck dress with sleeves falling below the elbow, lining and invisible back zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340429-15214,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p05400300.html,FLORAL PRINT DRESS Details,S$ 89.90,only one,"V-neck midi dress with sleeves reaching just below the elbow with a bow detail.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: EcoVeroTMViscose. 
EcoVeroTM is certified by the EU Ecolabel and meets the strictest environmental standards in the European Union, from the raw materials to manufacturing, helping us take care of the environment.",null
1573331807-12649,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,FRILLED T-SHIRT,https://www.zara.com/sg/en/frilled-t-shirt-p00264643.html,FRILLED T-SHIRT Details,S$ 39.90,Oyster White,"V-neck T-shirt with short sleeves and ruffle trims. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331856-12662,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,SLOGAN T-SHIRT,https://www.zara.com/sg/en/slogan-t-shirt-p05039465.html,SLOGAN T-SHIRT Details,S$ 29.90,White,"Short sleeve T-shirt with a round neckline. Featuring a contrast front print with a slogan. 

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573339776-15036,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,STRIPED BELTED DRESS,https://www.zara.com/sg/en/striped-belted-dress-p07385809.html,STRIPED BELTED DRESS Details,S$ 69.90,Leopard,"Sleeveless midi dress with a round neckline. Featuring side pockets, a belt in the same fabric and button fastening in the front.


HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331013-12450,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,RIBBED T-SHIRT,https://www.zara.com/sg/en/ribbed-t-shirt-p00264021.html,RIBBED T-SHIRT Details,S$ 11.90,Grey marl,"Sleeveless round neck top. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340343-15190,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED MINI DRESS,https://www.zara.com/sg/en/printed-mini-dress-p02157252.html,PRINTED MINI DRESS Details,S$ 89.90,Multicoloured,"Dress featuring a round neckline, long sleeves with gathering, an asymmetric hem and back fastening with an invisible zip and buttoned opening.

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573339735-15027,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,MULTICOLOURED STRIPED DRESS,https://www.zara.com/sg/en/multicoloured-striped-dress-p08092446.html,MULTICOLOURED STRIPED DRESS Details,S$ 89.90,only one,"Round neck midi dress with sleeves falling below the elbow. Featuring a belt in matching fabric, a buttoned opening at the back and invisible side zip fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573338953-14793,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573330797-12361,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573339733-15026,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUSTIC JUMPSUIT WITH POCKETS,https://www.zara.com/sg/en/rustic-jumpsuit-with-pockets-p05580702.html,RUSTIC JUMPSUIT WITH POCKETS Details,S$ 59.90,Beige marl,"Sleeveless jumpsuit with a round neckline. Featuring front patch pockets and front button fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331026-12453,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,STRETCH TOP,https://www.zara.com/sg/en/stretch-top-p00962853.html,STRETCH TOP Details,S$ 19.90,Mustard,"T-shirt featuring a round neckline and short puff sleeves with elastic trim.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573331382-12549,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,V-NECK T-SHIRT,https://www.zara.com/sg/en/v-neck-t-shirt-p04873270.html,V-NECK T-SHIRT Details,S$ 11.90,Oyster White,"Short sleeve T-shirt with a V-neckline.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573332230-12766,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,SURPLICE T-SHIRT,https://www.zara.com/sg/en/surplice-t-shirt-p05580450.html,SURPLICE T-SHIRT Details,S$ 45.90,Black,"Round neck T-shirt with long sleeves and elastic cuffs.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339412-14943,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SEQUINNED ORGANZA JUMPSUIT,https://www.zara.com/sg/en/sequinned-organza-jumpsuit-p07736017.html,SEQUINNED ORGANZA JUMPSUIT Details,S$ 159.00,Dark pink,"Jumpsuit featuring a V-neckline, long sleeves with puff shoulders and invisible zip fastening on the back.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339164-14887,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DRESS WITH BOWS,https://www.zara.com/sg/en/dress-with-bows-p07385120.html,DRESS WITH BOWS Details,S$ 59.90,Oyster White,"V-neck dress with short ruffled sleeves. Featuring a stretch waist detail with matching bows and a buttoned opening in the back. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339895-15070,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED POLKA DOT PLAYSUIT,https://www.zara.com/sg/en/ruffled-polka-dot-playsuit-p00387165.html,RUFFLED POLKA DOT PLAYSUIT Details,S$ 69.90,Black,"Flowing V-neck playsuit with short sleeves. Featuring darts on the chest, a ruffled hem and invisible back zip fastening with an opening and button. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331133-12480,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,THE TRIUMPH OF GALATEA PRINT T-SHIRT,https://www.zara.com/sg/en/the-triumph-of-galatea-print-t-shirt-p04644453.html,THE TRIUMPH OF GALATEA PRINT T-SHIRT Details,S$ 39.90,Light blue,"Short sleeve T-shirt with a round neckline and a contrast front print detail. 

MODEL HEIGHT: 177 CM",null
1573341308-15466,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED SHIRT DRESS,https://www.zara.com/sg/en/printed-shirt-dress-p04437294.html,PRINTED SHIRT DRESS Details,S$ 89.90,Black,"Long flowing dress with a collar and long sleeves. Featuring tied detail at the waist, side slits at the hem and front button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331540-12590,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,METALLIC THREAD BODYSUIT,https://www.zara.com/sg/en/metallic-thread-bodysuit-p01198458.html,METALLIC THREAD BODYSUIT Details,S$ 39.90,Black,"Bodysuit with a plunging neckline on the front and back. Featuring long sleeves, a metallic thread detail and snap-button fastening at the bottom. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573330797-12385,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573331661-12620,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,LACE TOP,https://www.zara.com/sg/en/lace-top-p02712451.html,LACE TOP Details,S$ 45.90,Black,"Round neck dress with ruffle trim on the cap sleeves. Featuring matching interior lining and a buttoned opening in the back.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340033-15106,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SHIRT DRESS WITH POCKETS,https://www.zara.com/sg/en/shirt-dress-with-pockets-p08386087.html,SHIRT DRESS WITH POCKETS Details,S$ 69.90,Black,"Collared dress with long sleeves. Featuring an adjustable elastic waist detail, side in-seam pockets, patch pockets with flaps on the chest and button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: TENCEL™ Lyocell. 
TENCEL™ is made from wood grown in sustainably managed forests that guarantee their reforestation and is produced in a closed cycle that is environmentally and water friendly.",null
1573340737-15299,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,COMBINED DRESS,https://www.zara.com/sg/en/combined-dress-p05039648.html,COMBINED DRESS Details,S$ 45.90,Mid-camel,"Dress with a round neckline, long sleeves and combined fabric detail.

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573341473-15521,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,VELVET DRESS WITH FRINGED SHOULDER PADS,https://www.zara.com/sg/en/velvet-dress-with-fringed-shoulder-pads-p00387199.html,VELVET DRESS WITH FRINGED SHOULDER PADS Details,S$ 69.90,Black,"V-neck dress with long sleeves and pronounced shoulders. Featuring elastic detail at the waist, matching fringe and sequin appliqués on the shoulders and gathering on the front of the hem. 

HEIGHT OF MODEL: 177 CM / 69.6″",null
